File,Model,Orig Theorem Name,Mut Theorem Name,Orig Statement,Mut Statement,Original Compiles,Original Failed,Mutated Compiles,Mutated Failed
Induction_orig.v,llama3.1,add_assoc,Vxl2OloajXy,"Theorem add_assoc : forall n m p : nat, n + (m + p) = (n + m) + p.","Theorem Vxl2OloajXy : forall n m p : nat, n + (m + p) = (n + m) + p.",False,False,False,False
Induction_orig.v,llama3.1,double_plus,ITpEIpG,"Lemma double_plus : forall n, double n = n + n .","Lemma ITpEIpG : forall n, lbpGmc9kDA n = n + n .",True,False,False,False
Induction_orig.v,llama3.1,eqb_refl,O9Xe_0akwY,"Theorem eqb_refl : forall n : nat, (n =? n) = true.","Theorem O9Xe_0akwY : forall n : nat, (n =? n) = true.",False,False,False,False
Induction_orig.v,llama3.1,even_S,jW__v3R'1BtgE1ko,"Theorem even_S : forall n : nat, even (S n) = negb (even n).","Theorem jW__v3R'1BtgE1ko : forall n : nat, even (S n) = negb (even n).",False,False,False,False
Induction_orig.v,llama3.1,mult_0_plus',FZLAWnac7ouJ5O,"Theorem mult_0_plus' : forall n m : nat, (n + 0 + 0) * m = n * m.","Theorem FZLAWnac7ouJ5O : forall n m : nat, (n + 0 + 0) * m = n * m.",False,False,False,False
Induction_orig.v,llama3.1,plus_rearrange_firsttry,i4yHu0k9Y,"Theorem plus_rearrange_firsttry : forall n m p q : nat, (n + m) + (p + q) = (m + n) + (p + q).","Theorem i4yHu0k9Y : forall n m p q : nat, (n + m) + (p + q) = (m + n) + (p + q).",False,False,False,False
Induction_orig.v,llama3.1,plus_rearrange,ZSuwtDFXEbWpIHI,"Theorem plus_rearrange : forall n m p q : nat, (n + m) + (p + q) = (m + n) + (p + q).","Theorem ZSuwtDFXEbWpIHI : forall n m p q : nat, (n + m) + (p + q) = (m + n) + (p + q).",True,False,False,False
Induction_orig.v,llama3.1,add_assoc',otnLbu0a,"Theorem add_assoc' : forall n m p : nat, n + (m + p) = (n + m) + p.","Theorem otnLbu0a : forall n m p : nat, n + (m + p) = (n + m) + p.",False,False,False,False
Induction_orig.v,llama3.1,add_assoc'',uKSOQ9e1BUSsy,"Theorem add_assoc'' : forall n m p : nat, n + (m + p) = (n + m) + p.","Theorem uKSOQ9e1BUSsy : forall n m p : nat, n + (m + p) = (n + m) + p.",True,False,True,False
Induction_orig.v,llama3.1,add_shuffle3,idGZJV1Y2MSklE,"Theorem add_shuffle3 : forall n m p : nat, n + (m + p) = m + (n + p).","Theorem idGZJV1Y2MSklE : forall n m p : nat, n + (m + p) = m + (n + p).",False,False,False,False
Induction_orig.v,llama3.1,mul_comm,GoN2ps1e,"Theorem mul_comm : forall m n : nat, m * n = n * m.","Theorem GoN2ps1e : forall m n : nat, m * n = n * m.",False,False,False,False
Induction_orig.v,llama3.1,plus_leb_compat_l,c8z9Qv3CN0RjsKL,"Theorem plus_leb_compat_l : forall n m p : nat, n <=? m = true -> (p + n) <=? (p + m) = true.","Theorem c8z9Qv3CN0RjsKL : forall n m p : nat, n <=? m = true -> (p + n) <=? (p + m) = true.",False,False,False,False
Induction_orig.v,llama3.1,leb_refl,vOPYsfym'zV_MXzPL,"Theorem leb_refl : forall n:nat, (n <=? n) = true.","Theorem vOPYsfym'zV_MXzPL : forall n:nat, (n <=? n) = true.",False,False,False,False
Induction_orig.v,llama3.1,zero_neqb_S,DHNYoP2,"Theorem zero_neqb_S : forall n:nat, 0 =? (S n) = false.","Theorem DHNYoP2 : forall n:nat, 0 =? (S n) = false.",False,False,False,False
Induction_orig.v,llama3.1,andb_false_r,pod2Bc8lBRPOVzq,"Theorem andb_false_r : forall b : bool, andb b false = false.","Theorem pod2Bc8lBRPOVzq : forall b : bool, andb b false = false.",True,False,True,False
Induction_orig.v,llama3.1,S_neqb_0,d3eCEwdPT6g,"Theorem S_neqb_0 : forall n:nat, (S n) =? 0 = false.","Theorem d3eCEwdPT6g : forall n:nat, (S n) =? 0 = false.",False,False,True,False
Induction_orig.v,llama3.1,mult_1_l,GB1E4ia8I,"Theorem mult_1_l : forall n:nat, 1 * n = n.","Theorem GB1E4ia8I : forall n:nat, 1 * n = n.",False,False,False,False
Induction_orig.v,llama3.1,all3_spec,cdMJ8omyK8Nj6uIS,"Theorem all3_spec : forall b c : bool, orb (andb b c) (orb (negb b) (negb c)) = true.","Theorem cdMJ8omyK8Nj6uIS : forall b c : bool, orb (andb b c) (orb (negb b) (negb c)) = true.",False,False,False,False
Induction_orig.v,llama3.1,mult_plus_distr_r,J4FkNE5t2LYl,"Theorem mult_plus_distr_r : forall n m p : nat, (n + m) * p = (n * p) + (m * p).","Theorem J4FkNE5t2LYl : forall n m p : nat, (n + m) * p = (n * p) + (m * p).",False,False,False,False
Induction_orig.v,llama3.1,mult_assoc,nG_JWrqq7q,"Theorem mult_assoc : forall n m p : nat, n * (m * p) = (n * m) * p.","Theorem nG_JWrqq7q : forall n m p : nat, n * (m * p) = (n * m) * p.",False,False,False,False
Induction_orig.v,llama3.1,add_shuffle3',Z8LD3wJMPJgxcyg0,"Theorem add_shuffle3' : forall n m p : nat, n + (m + p) = m + (n + p).","Theorem Z8LD3wJMPJgxcyg0 : forall n m p : nat, n + (m + p) = m + (n + p).",False,False,False,False
Induction_orig.v,llama3.1,bin_to_nat_pres_incr,yGD8XkgL,"Theorem bin_to_nat_pres_incr : forall b : bin, bin_to_nat (incr b) = 1 + bin_to_nat b.","Theorem yGD8XkgL : forall b : I5G2H3ExVG89Gl, IdXdpHDjfbe3EtT5p (d7Kk25XRTtorfYgc b) = 1 + IdXdpHDjfbe3EtT5p b.",False,False,False,False
Induction_orig.v,llama3.1,nat_bin_nat,ek3K5kg,"Theorem nat_bin_nat : forall n, bin_to_nat (nat_to_bin n) = n.","Theorem ek3K5kg : forall n, IdXdpHDjfbe3EtT5p (kxBLzbQjqygIxb n) = n.",False,False,False,False
Induction_orig.v,llama3.1,bin_nat_bin_fails,DtKaxe2Rk,"Theorem bin_nat_bin_fails : forall b, nat_to_bin (bin_to_nat b) = b. Abort. Lemma double_incr : forall n : nat, double (S n) = S (S (double n)).","Theorem DtKaxe2Rk : forall b, kxBLzbQjqygIxb (IdXdpHDjfbe3EtT5p b) = b. Abort. Lemma XJeUPRP3gu'Mgi : forall n : nat, lbpGmc9kDA (S n) = S (S (lbpGmc9kDA n)).",False,False,False,False
Induction_orig.v,llama3.1,double_incr_bin,L8cSVMpsNk,"Lemma double_incr_bin : forall b, double_bin (incr b) = incr (incr (double_bin b)).","Lemma L8cSVMpsNk : forall b, DYIjL70Ib_1F (d7Kk25XRTtorfYgc b) = d7Kk25XRTtorfYgc (d7Kk25XRTtorfYgc (DYIjL70Ib_1F b)).",False,False,False,False
Induction_orig.v,llama3.1,bin_nat_bin_fails,DtKaxe2Rk,"Theorem bin_nat_bin_fails : forall b, nat_to_bin (bin_to_nat b) = b. Abort. Fixpoint normalize (b:bin) : bin . Admitted. Theorem bin_nat_bin : forall b, nat_to_bin (bin_to_nat b) = normalize b.","Theorem DtKaxe2Rk : forall b, kxBLzbQjqygIxb (IdXdpHDjfbe3EtT5p b) = b. Abort. Fixpoint F1nHrK85v (b:I5G2H3ExVG89Gl) : I5G2H3ExVG89Gl . Admitted. Theorem kjlsAAixr : forall b, kxBLzbQjqygIxb (IdXdpHDjfbe3EtT5p b) = F1nHrK85v b.",False,False,False,False
Lists_orig.v,llama3.1,eqb_id_refl,LPKC3L4NKuSBXtW,"Theorem eqb_id_refl : forall x, eqb_id x x = true.","Theorem LPKC3L4NKuSBXtW : forall x, fsD''FthaiYF3'sI6 x x = true.",False,False,False,False
Logic_orig.v,llama3.1,plus_2_2_is_4,s3uGbeWLXLvf8M,Theorem plus_2_2_is_4 : 2 + 2 = 4.,Theorem s3uGbeWLXLvf8M : 2 + 2 = 4.,True,False,True,False
Logic_orig.v,llama3.1,plus_claim_is_true,OJnRvyvrAxW,Theorem plus_claim_is_true : plus_claim.,Theorem OJnRvyvrAxW : GAA_pAl.,True,False,False,False
Logic_orig.v,llama3.1,succ_inj,PhW_cq3kB'9J9KaTC,Lemma succ_inj : injective S.,Lemma PhW_cq3kB'9J9KaTC : CuwPhdw4GtIB1 S.,False,False,False,False
Logic_orig.v,llama3.1,and_example2,bIA44jDZzL7EUT,"Lemma and_example2 : forall n m : nat, n = 0 /\ m = 0 -> n + m = 0.","Lemma bIA44jDZzL7EUT : forall n m : nat, n = 0 /\ m = 0 -> n + m = 0.",False,False,False,False
Logic_orig.v,llama3.1,and_example2',Nkc8BHVCN,"Lemma and_example2' : forall n m : nat, n = 0 /\ m = 0 -> n + m = 0.","Lemma Nkc8BHVCN : forall n m : nat, n = 0 /\ m = 0 -> n + m = 0.",True,False,True,False
Logic_orig.v,llama3.1,and_example2'',Ab4phGp4R4,"Lemma and_example2'' : forall n m : nat, n = 0 -> m = 0 -> n + m = 0.","Lemma Ab4phGp4R4 : forall n m : nat, n = 0 -> m = 0 -> n + m = 0.",True,False,False,False
Logic_orig.v,llama3.1,and_example3,pr0zYc9RFQwLen,"Lemma and_example3 : forall n m : nat, n + m = 0 -> n * m = 0.","Lemma pr0zYc9RFQwLen : forall n m : nat, n + m = 0 -> n * m = 0.",False,False,True,False
Logic_orig.v,llama3.1,proj1,gqYyQ'Rwl,"Lemma proj1 : forall P Q : Prop, P /\ Q -> P.","Lemma gqYyQ'Rwl : forall P Q : Prop, P /\ Q -> P.",True,False,True,False
Logic_orig.v,llama3.1,proj2,J9FbAtaH4KmsP,"Lemma proj2 : forall P Q : Prop, P /\ Q -> Q.","Lemma J9FbAtaH4KmsP : forall P Q : Prop, P /\ Q -> Q.",True,False,False,False
Logic_orig.v,llama3.1,and_commut,EItC4PshK'wbDlAi,"Theorem and_commut : forall P Q : Prop, P /\ Q -> Q /\ P.","Theorem EItC4PshK'wbDlAi : forall P Q : Prop, P /\ Q -> Q /\ P.",True,False,True,False
Logic_orig.v,llama3.1,and_assoc,Kdic1sHPKo1Y7l4ep,"Theorem and_assoc : forall P Q R : Prop, P /\ (Q /\ R) -> (P /\ Q) /\ R.","Theorem Kdic1sHPKo1Y7l4ep : forall P Q R : Prop, P /\ (Q /\ R) -> (P /\ Q) /\ R.",False,False,False,False
Logic_orig.v,llama3.1,factor_is_O,bMiAS5oI5,"Lemma factor_is_O: forall n m : nat, n = 0 \/ m = 0 -> n * m = 0.","Lemma bMiAS5oI5: forall n m : nat, n = 0 \/ m = 0 -> n * m = 0.",False,False,False,False
Logic_orig.v,llama3.1,or_intro_l,pWsPkN84xdQzg4,"Lemma or_intro_l : forall A B : Prop, A -> A \/ B.","Lemma pWsPkN84xdQzg4 : forall A B : Prop, A -> A \/ B.",True,False,True,False
Logic_orig.v,llama3.1,zero_or_succ,oLKgEBDFFAi5_C8,"Lemma zero_or_succ : forall n : nat, n = 0 \/ n = S (pred n).","Lemma oLKgEBDFFAi5_C8 : forall n : nat, n = 0 \/ n = S (pred n).",False,False,False,False
Logic_orig.v,llama3.1,mult_is_O,rZPeObn,"Lemma mult_is_O : forall n m, n * m = 0 -> n = 0 \/ m = 0.","Lemma rZPeObn : forall n m, n * m = 0 -> n = 0 \/ m = 0.",False,False,False,False
Logic_orig.v,llama3.1,or_commut,Vpi_5YyMg,"Theorem or_commut : forall P Q : Prop, P \/ Q -> Q \/ P.","Theorem Vpi_5YyMg : forall P Q : Prop, P \/ Q -> Q \/ P.",False,False,False,False
Logic_orig.v,llama3.1,ex_falso_quodlibet,ZtOq9T5HU4fG8z_,"Theorem ex_falso_quodlibet : forall (P:Prop), False -> P.","Theorem ZtOq9T5HU4fG8z_ : forall (P:Prop), False -> P.",False,False,False,False
Logic_orig.v,llama3.1,not_implies_our_not,r9z627N1P5k,"Theorem not_implies_our_not : forall (P:Prop), ~ P -> (forall (Q:Prop), P -> Q).","Theorem r9z627N1P5k : forall (P:Prop), ~ P -> (forall (Q:Prop), P -> Q).",False,False,False,False
Logic_orig.v,llama3.1,zero_not_one,FE16kVI3dD6,Theorem zero_not_one : 0 <> 1.,Theorem FE16kVI3dD6 : 0 <> 1.,False,False,False,False
Logic_orig.v,llama3.1,not_False,gpNkHrsN4lcEzEp,Theorem not_False : ~ False.,Theorem gpNkHrsN4lcEzEp : ~ False.,False,False,False,False
Logic_orig.v,llama3.1,contradiction_implies_anything,MWgtiGXJZ,"Theorem contradiction_implies_anything : forall P Q : Prop, (P /\ ~P) -> Q.","Theorem MWgtiGXJZ : forall P Q : Prop, (P /\ ~P) -> Q.",False,False,False,True
Logic_orig.v,llama3.1,double_neg,VDdEhEpr,"Theorem double_neg : forall P : Prop, P -> ~~P.","Theorem VDdEhEpr : forall P : Prop, P -> ~~P.",False,False,False,False
Logic_orig.v,llama3.1,contrapositive,Iw6S7UUyxkoY,"Theorem contrapositive : forall (P Q : Prop), (P -> Q) -> (~Q -> ~P).","Theorem Iw6S7UUyxkoY : forall (P Q : Prop), (P -> Q) -> (~Q -> ~P).",False,False,False,False
Logic_orig.v,llama3.1,not_both_true_and_false,ntCFwmfge8I26vzzq,"Theorem not_both_true_and_false : forall P : Prop, ~ (P /\ ~P).","Theorem ntCFwmfge8I26vzzq : forall P : Prop, ~ (P /\ ~P).",True,False,False,False
Logic_orig.v,llama3.1,de_morgan_not_or,v7TqWtZumEFhwIRNj,"Theorem de_morgan_not_or : forall (P Q : Prop), ~ (P \/ Q) -> ~P /\ ~Q.","Theorem v7TqWtZumEFhwIRNj : forall (P Q : Prop), ~ (P \/ Q) -> ~P /\ ~Q.",False,False,True,False
Logic_orig.v,llama3.1,not_S_pred_n,hHvWNbl_K8U,"Lemma not_S_pred_n : ~(forall n : nat, S (pred n) = n).","Lemma hHvWNbl_K8U : ~(forall n : nat, S (pred n) = n).",False,False,False,False
Logic_orig.v,llama3.1,not_true_is_false,XPabwk4BKi1P,"Theorem not_true_is_false : forall b : bool, b <> true -> b = false.","Theorem XPabwk4BKi1P : forall b : bool, b <> true -> b = false.",False,False,False,True
Logic_orig.v,llama3.1,not_true_is_false',IMUn0FdBSe',"Theorem not_true_is_false' : forall b : bool, b <> true -> b = false.","Theorem IMUn0FdBSe' : forall b : bool, b <> true -> b = false.",True,False,True,False
Logic_orig.v,llama3.1,True_is_true,PlXvl02JrO4Is1,Lemma True_is_true : True.,Lemma PlXvl02JrO4Is1 : True.,True,False,True,False
Logic_orig.v,llama3.1,disc_example,dgWuvB_26m74XjMUd,"Theorem disc_example : forall n, ~ (O = S n).","Theorem dgWuvB_26m74XjMUd : forall n, ~ (O = S n).",False,False,False,False
Logic_orig.v,llama3.1,nil_is_not_cons,dgc2gjZ78nd,"Theorem nil_is_not_cons : forall X (x : X) (xs : list X), ~ (nil = x :: xs).","Theorem dgc2gjZ78nd : forall X (x : X) (xs : list X), ~ (nil = x :: xs).",False,False,False,False
Logic_orig.v,llama3.1,iff_sym,ChrqN9G8J4,"Theorem iff_sym : forall P Q : Prop, (P <-> Q) -> (Q <-> P).","Theorem ChrqN9G8J4 : forall P Q : Prop, (P <-> Q) -> (Q <-> P).",False,False,False,False
Logic_orig.v,llama3.1,not_true_iff_false,XtOZ4fYPC8wkDp,"Lemma not_true_iff_false : forall b, b <> true <-> b = false.","Lemma XtOZ4fYPC8wkDp : forall b, b <> true <-> b = false.",False,False,False,False
Logic_orig.v,llama3.1,apply_iff_example1,GsLKbCDGo,"Lemma apply_iff_example1: forall P Q R : Prop, (P <-> Q) -> (Q -> R) -> (P -> R).","Lemma GsLKbCDGo: forall P Q R : Prop, (P <-> Q) -> (Q -> R) -> (P -> R).",False,True,False,False
Logic_orig.v,llama3.1,apply_iff_example2,ronps_TCe4'w,"Lemma apply_iff_example2: forall P Q R : Prop, (P <-> Q) -> (P -> R) -> (Q -> R).","Lemma ronps_TCe4'w: forall P Q R : Prop, (P <-> Q) -> (P -> R) -> (Q -> R).",False,False,False,False
Logic_orig.v,llama3.1,iff_refl,mTMhjaj4hxM,"Theorem iff_refl : forall P : Prop, P <-> P.","Theorem mTMhjaj4hxM : forall P : Prop, P <-> P.",False,False,False,False
Logic_orig.v,llama3.1,iff_trans,HlmMM2'o'A_YYOABe,"Theorem iff_trans : forall P Q R : Prop, (P <-> Q) -> (Q <-> R) -> (P <-> R).","Theorem HlmMM2'o'A_YYOABe : forall P Q R : Prop, (P <-> Q) -> (Q <-> R) -> (P <-> R).",False,False,False,False
Logic_orig.v,llama3.1,or_distributes_over_and,ZPIJ9jB,"Theorem or_distributes_over_and : forall P Q R : Prop, P \/ (Q /\ R) <-> (P \/ Q) /\ (P \/ R).","Theorem ZPIJ9jB : forall P Q R : Prop, P \/ (Q /\ R) <-> (P \/ Q) /\ (P \/ R).",False,False,False,False
Logic_orig.v,llama3.1,mul_eq_0,ALGkVzB8,"Lemma mul_eq_0 : forall n m, n * m = 0 <-> n = 0 \/ m = 0.","Lemma ALGkVzB8 : forall n m, n * m = 0 <-> n = 0 \/ m = 0.",False,False,False,False
Logic_orig.v,llama3.1,or_assoc,n1oodWSVmP0B,"Theorem or_assoc : forall P Q R : Prop, P \/ (Q \/ R) <-> (P \/ Q) \/ R.","Theorem n1oodWSVmP0B : forall P Q R : Prop, P \/ (Q \/ R) <-> (P \/ Q) \/ R.",False,False,False,False
Logic_orig.v,llama3.1,mul_eq_0_ternary,H_sK0rBFuWqeTHF1,"Lemma mul_eq_0_ternary : forall n m p, n * m * p = 0 <-> n = 0 \/ m = 0 \/ p = 0.","Lemma H_sK0rBFuWqeTHF1 : forall n m p, n * m * p = 0 <-> n = 0 \/ m = 0 \/ p = 0.",False,False,False,False
Logic_orig.v,llama3.1,four_is_Even,ckFMU6uqli7x,Lemma four_is_Even : Even 4.,Lemma ckFMU6uqli7x : n5UVXIunBoSWPmZL 4.,True,False,True,False
Logic_orig.v,llama3.1,exists_example_2,ufqNXZaONjo1YAm9G,"Theorem exists_example_2 : forall n, (exists m, n = 4 + m) -> (exists o, n = 2 + o).","Theorem ufqNXZaONjo1YAm9G : forall n, (exists m, n = 4 + m) -> (exists o, n = 2 + o).",False,False,False,False
Logic_orig.v,llama3.1,dist_not_exists,ZhtoK2rtr3s7,"Theorem dist_not_exists : forall (X:Type) (P : X -> Prop), (forall x, P x) -> ~ (exists x, ~ P x).","Theorem ZhtoK2rtr3s7 : forall (X:Type) (P : X -> Prop), (forall x, P x) -> ~ (exists x, ~ P x).",False,False,False,False
Logic_orig.v,llama3.1,dist_exists_or,fc_aGObmszZxbYY,"Theorem dist_exists_or : forall (X:Type) (P Q : X -> Prop), (exists x, P x \/ Q x) <-> (exists x, P x) \/ (exists x, Q x).","Theorem fc_aGObmszZxbYY : forall (X:Type) (P Q : X -> Prop), (exists x, P x \/ Q x) <-> (exists x, P x) \/ (exists x, Q x).",False,False,False,False
Logic_orig.v,llama3.1,leb_plus_exists,PO9k3LR2r,"Theorem leb_plus_exists : forall n m, n <=? m = true -> exists x, m = n+x.","Theorem PO9k3LR2r : forall n m, n <=? m = true -> exists x, m = n+x.",False,False,False,False
Logic_orig.v,llama3.1,plus_exists_leb,PrjXySII,"Theorem plus_exists_leb : forall n m, (exists x, m = n+x) -> n <=? m = true.","Theorem PrjXySII : forall n m, (exists x, m = n+x) -> n <=? m = true.",False,False,False,False
Logic_orig.v,llama3.1,In_map,yYRBCjH1QDfXj,"Theorem In_map : forall (A B : Type) (f : A -> B) (l : list A) (x : A), In x l -> In (f x) (map f l).","Theorem yYRBCjH1QDfXj : forall (A B : Type) (f : A -> B) (l : list A) (x : A), V28gyLJPeutpay x l -> V28gyLJPeutpay (f x) (map f l).",False,False,False,False
Logic_orig.v,llama3.1,In_map_iff,xZ48E4QELbEjrFX1N,"Theorem In_map_iff : forall (A B : Type) (f : A -> B) (l : list A) (y : B), In y (map f l) <-> exists x, f x = y /\ In x l.","Theorem xZ48E4QELbEjrFX1N : forall (A B : Type) (f : A -> B) (l : list A) (y : B), V28gyLJPeutpay y (map f l) <-> exists x, f x = y /\ V28gyLJPeutpay x l.",False,False,False,False
Logic_orig.v,llama3.1,In_app_iff,Gn6eeMOfHT4QZr,"Theorem In_app_iff : forall A l l' (a:A), In a (l++l') <-> In a l \/ In a l'.","Theorem Gn6eeMOfHT4QZr : forall A l l' (a:A), V28gyLJPeutpay a (l++l') <-> V28gyLJPeutpay a l \/ V28gyLJPeutpay a l'.",False,False,False,False
Logic_orig.v,llama3.1,All_In,a0xozAgcM,"Theorem All_In : forall T (P : T -> Prop) (l : list T), (forall x, In x l -> P x) <-> All P l.","Theorem a0xozAgcM : forall T (P : T -> Prop) (l : list T), (forall x, V28gyLJPeutpay x l -> P x) <-> yXM3oKkmTrwRHJ P l.",False,False,False,False
Logic_orig.v,llama3.1,combine_odd_even_intro,EZ3_FlpFD4wy_,"Theorem combine_odd_even_intro : forall (Podd Peven : nat -> Prop) (n : nat), (odd n = true -> Podd n) -> (odd n = false -> Peven n) -> combine_odd_even Podd Peven n.","Theorem EZ3_FlpFD4wy_ : forall (Podd Peven : nat -> Prop) (n : nat), (odd n = true -> Podd n) -> (odd n = false -> Peven n) -> hWyus7lgnGhJM3R Podd Peven n.",False,False,False,False
Logic_orig.v,llama3.1,combine_odd_even_elim_odd,CXd7mF4M,"Theorem combine_odd_even_elim_odd : forall (Podd Peven : nat -> Prop) (n : nat), combine_odd_even Podd Peven n -> odd n = true -> Podd n.","Theorem CXd7mF4M : forall (Podd Peven : nat -> Prop) (n : nat), hWyus7lgnGhJM3R Podd Peven n -> odd n = true -> Podd n.",False,False,False,False
Logic_orig.v,llama3.1,combine_odd_even_elim_even,oua22owT,"Theorem combine_odd_even_elim_even : forall (Podd Peven : nat -> Prop) (n : nat), combine_odd_even Podd Peven n -> odd n = false -> Peven n.","Theorem oua22owT : forall (Podd Peven : nat -> Prop) (n : nat), hWyus7lgnGhJM3R Podd Peven n -> odd n = false -> Peven n.",False,False,False,False
Logic_orig.v,llama3.1,add_comm3,HI7fRXUDkXLNKK,"Lemma add_comm3 : forall x y z, x + (y + z) = (z + y) + x.","Lemma HI7fRXUDkXLNKK : forall x y z, x + (y + z) = (z + y) + x.",False,False,False,False
Logic_orig.v,llama3.1,add_comm3_take2,LY3x_EJ9x_,"Lemma add_comm3_take2 : forall x y z, x + (y + z) = (z + y) + x.","Lemma LY3x_EJ9x_ : forall x y z, x + (y + z) = (z + y) + x.",False,False,False,False
Logic_orig.v,llama3.1,add_comm3_take3,Y3G4zZ_,"Lemma add_comm3_take3 : forall x y z, x + (y + z) = (z + y) + x.","Lemma Y3G4zZ_ : forall x y z, x + (y + z) = (z + y) + x.",False,False,True,False
Logic_orig.v,llama3.1,add_comm3_take4,ryONzxqQJ8XDY2,"Lemma add_comm3_take4 : forall x y z, x + (y + z) = (z + y) + x.","Lemma ryONzxqQJ8XDY2 : forall x y z, x + (y + z) = (z + y) + x.",True,False,True,False
Logic_orig.v,llama3.1,in_not_nil,n8I0uaS4JyRtTy,"Theorem in_not_nil : forall A (x : A) (l : list A), In x l -> l <> [].","Theorem n8I0uaS4JyRtTy : forall A (x : A) (l : list A), V28gyLJPeutpay x l -> l <> [].",False,False,False,False
Logic_orig.v,llama3.1,in_not_nil_42,BExE3RpazYH2ZoQu4,"Lemma in_not_nil_42 : forall l : list nat, In 42 l -> l <> [].","Lemma BExE3RpazYH2ZoQu4 : forall l : list nat, V28gyLJPeutpay 42 l -> l <> [].",True,False,True,False
Logic_orig.v,llama3.1,in_not_nil_42_take2,hOtDv2RUUKTKMxYn,"Lemma in_not_nil_42_take2 : forall l : list nat, In 42 l -> l <> [].","Lemma hOtDv2RUUKTKMxYn : forall l : list nat, V28gyLJPeutpay 42 l -> l <> [].",False,False,True,False
Logic_orig.v,llama3.1,in_not_nil_42_take3,abLXoqq,"Lemma in_not_nil_42_take3 : forall l : list nat, In 42 l -> l <> [].","Lemma abLXoqq : forall l : list nat, V28gyLJPeutpay 42 l -> l <> [].",True,False,True,False
Logic_orig.v,llama3.1,in_not_nil_42_take4,TPdfD_srp,"Lemma in_not_nil_42_take4 : forall l : list nat, In 42 l -> l <> [].","Lemma TPdfD_srp : forall l : list nat, V28gyLJPeutpay 42 l -> l <> [].",False,False,True,False
Logic_orig.v,llama3.1,in_not_nil_42_take5,RYlzBTavCZZkwAN,"Lemma in_not_nil_42_take5 : forall l : list nat, In 42 l -> l <> [].","Lemma RYlzBTavCZZkwAN : forall l : list nat, V28gyLJPeutpay 42 l -> l <> [].",True,False,True,False
Logic_orig.v,llama3.1,even_double,jAqm_uuhUCQJzqX0,"Lemma even_double : forall k, even (double k) = true.","Lemma jAqm_uuhUCQJzqX0 : forall k, even (double k) = true.",False,False,False,False
Logic_orig.v,llama3.1,even_double_conv,liO3z6E_6DJ,"Lemma even_double_conv : forall n, exists k, n = if even n then double k else S (double k).","Lemma liO3z6E_6DJ : forall n, exists k, n = if even n then double k else S (double k).",False,False,False,False
Logic_orig.v,llama3.1,even_bool_prop,taw_o3q4n,"Theorem even_bool_prop : forall n, even n = true <-> Even n.","Theorem taw_o3q4n : forall n, even n = true <-> n5UVXIunBoSWPmZL n.",False,False,False,False
Logic_orig.v,llama3.1,eqb_eq,mtCwDfzL,"Theorem eqb_eq : forall n1 n2 : nat, n1 =? n2 = true <-> n1 = n2.","Theorem mtCwDfzL : forall n1 n2 : nat, n1 =? n2 = true <-> n1 = n2.",False,True,False,False
Logic_orig.v,llama3.1,plus_eqb_example,i'JN0gMnwq,"Lemma plus_eqb_example : forall n m p : nat, n =? m = true -> n + p =? m + p = true.","Lemma i'JN0gMnwq : forall n m p : nat, n =? m = true -> n + p =? m + p = true.",False,False,False,False
Logic_orig.v,llama3.1,andb_true_iff,tYSuPaZU,"Theorem andb_true_iff : forall b1 b2:bool, b1 && b2 = true <-> b1 = true /\ b2 = true.","Theorem tYSuPaZU : forall b1 b2:bool, b1 && b2 = true <-> b1 = true /\ b2 = true.",False,False,False,False
Logic_orig.v,llama3.1,orb_true_iff,x4zGRInNE0EBL,"Theorem orb_true_iff : forall b1 b2, b1 || b2 = true <-> b1 = true \/ b2 = true.","Theorem x4zGRInNE0EBL : forall b1 b2, b1 || b2 = true <-> b1 = true \/ b2 = true.",False,False,False,False
Logic_orig.v,llama3.1,eqb_neq,ZTX2ZxhPbj23jbHWR,"Theorem eqb_neq : forall x y : nat, x =? y = false <-> x <> y.","Theorem ZTX2ZxhPbj23jbHWR : forall x y : nat, x =? y = false <-> x <> y.",False,False,False,False
Logic_orig.v,llama3.1,eqb_list_true_iff,P444mFq6GUCaQRt6P,"Theorem eqb_list_true_iff : forall A (eqb : A -> A -> bool), (forall a1 a2, eqb a1 a2 = true <-> a1 = a2) -> forall l1 l2, eqb_list eqb l1 l2 = true <-> l1 = l2.","Theorem P444mFq6GUCaQRt6P : forall A (eqb : A -> A -> bool), (forall a1 a2, eqb a1 a2 = true <-> a1 = a2) -> forall l1 l2, r_s0a35k eqb l1 l2 = true <-> l1 = l2.",False,False,False,False
Logic_orig.v,llama3.1,forallb_true_iff,loJZiKeIrcr3rq4,"Theorem forallb_true_iff : forall X test (l : list X), forallb test l = true <-> All (fun x => test x = true) l.","Theorem loJZiKeIrcr3rq4 : forall X test (l : list X), TUGStJGBmGhOqDrnr test l = true <-> yXM3oKkmTrwRHJ (fun x => test x = true) l.",False,False,False,False
Logic_orig.v,llama3.1,tr_rev_correct,HzNBO8dk,"Theorem tr_rev_correct : forall X, @tr_rev X = @rev X.","Theorem HzNBO8dk : forall X, @O91XQ0gy7hcts' X = @rev X.",False,False,False,False
Logic_orig.v,llama3.1,restricted_excluded_middle,TdjjRfVw7U,"Theorem restricted_excluded_middle : forall P b, (P <-> b = true) -> P \/ ~ P.","Theorem TdjjRfVw7U : forall P b, (P <-> b = true) -> P \/ ~ P.",False,False,False,False
